Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Document Type,Publication Stage,Open Access,Source,EID
"Smith C., Burke H., Ralph J., Pollard K., Gorman A., Wilson C., Hemming S., Rigney D., Wesley D., Morrison M., McNaughton D., Domingo I., Moffat I., Roberts A., Koolmatrie J., Willika J., Pamkal B., Jackson G.","57220065262;37083022000;56292371200;57211485764;36824363800;24074921500;35762764300;38261781100;36718426700;52964138600;14020172900;26631712600;25224840300;55598595700;6507035906;57211491163;57211486149;56322725200;","Pursuing Social Justice Through Collaborative Archaeologies in Aboriginal Australia",2019,"Archaeologies","15","3",,"536","569",,5,"10.1007/s11759-019-09382-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074134773&doi=10.1007%2fs11759-019-09382-7&partnerID=40&md5=7ac11c235e3705c5d13220594ee4c315","Flinders University, Adelaide, Australia; Charles Darwin University, Darwin, Australia; Ngarrindjeri Regional Authority, Murray Bridge, Australia; University of Technology Sydney, Sydney, Australia; Universitat de Barcelona, Barcelona, Spain; Jawoyn Association Aboriginal Corporation, Katherine, Australia","Smith, C., Flinders University, Adelaide, Australia; Burke, H., Flinders University, Adelaide, Australia; Ralph, J., Flinders University, Adelaide, Australia; Pollard, K., Flinders University, Adelaide, Australia, Charles Darwin University, Darwin, Australia; Gorman, A., Flinders University, Adelaide, Australia; Wilson, C., Flinders University, Adelaide, Australia, Ngarrindjeri Regional Authority, Murray Bridge, Australia; Hemming, S., Ngarrindjeri Regional Authority, Murray Bridge, Australia, University of Technology Sydney, Sydney, Australia; Rigney, D., Ngarrindjeri Regional Authority, Murray Bridge, Australia, University of Technology Sydney, Sydney, Australia; Wesley, D., Flinders University, Adelaide, Australia; Morrison, M., Flinders University, Adelaide, Australia; McNaughton, D., Flinders University, Adelaide, Australia; Domingo, I., Flinders University, Adelaide, Australia, Universitat de Barcelona, Barcelona, Spain; Moffat, I., Flinders University, Adelaide, Australia; Roberts, A., Flinders University, Adelaide, Australia; Koolmatrie, J., Flinders University, Adelaide, Australia; Willika, J., Flinders University, Adelaide, Australia, Jawoyn Association Aboriginal Corporation, Katherine, Australia; Pamkal, B., Flinders University, Adelaide, Australia, Jawoyn Association Aboriginal Corporation, Katherine, Australia; Jackson, G., Flinders University, Adelaide, Australia","Aboriginal Australia; Collaborative archaeologies; Everyday racism; Indigenous archaeology; Social justice; Structural violence",,"Commonwealth Scholarship Commission, CSC; Australian Research Council, ARC; Australian Institute of Aboriginal and Torres Strait Islander Studies, AIATSIS; Ian Potter Foundation, IPF: DE170101447, DI100100297, DP0453101, DP1094869, DP190102060, DP190102219, LP100100876, LP130100131, LP140100376, LP170100050, LP170100479, SR120100005; Western University, UWO; Homerton College, University of Cambridge","We thank all the Aboriginal people with whom we have worked over many years, including respected and much-loved Elders who have passed away. We especially thank Nell Brown and Guy Rankin, of Barunga; Rachael Kendino (Willika) of Manyallaluk; Wendy Willika, of Werenbun; Vince Copley snr and junior and Vincent Branson, of Ngadjuri lands; and the Elders and Custodians, past and present, from central and western Cape York Peninsula, Queensland, and the River Murray and Mallee Aboriginal community, South Australia. The research outlined in the paper has been funded by a number of bodies, but particularly the Australian Research Council. We acknowledge support from Barunga Local Authority, the Australian Institute of Aboriginal and Torres Strait Islander Studies, the Commonwealth Scholarship Commission, the ?Goyder Institute for Water Research?, Homerton College and the Ian Potter Foundation. Our research has been funded by the following Australian Research Council grants: DP190102219; DP190102060; DP1094869; DP1094869; DP0453101; DE170101447; LP170100050; LP170100479; LP100100876; LP140100376; LP130100131; DI100100297; SR120100005.","We thank all the Aboriginal people with whom we have worked over many years, including respected and much-loved Elders who have passed away. We especially thank Nell Brown and Guy Rankin, of Barunga; Rachael Kendino (Willika) of Manyallaluk; Wendy Willika, of Werenbun; Vince Copley snr and junior and Vincent Branson, of Ngadjuri lands; and the Elders and Custodians, past and present, from central and western Cape York Peninsula, Queensland, and the River Murray and Mallee Aboriginal community, South Australia. The research outlined in the paper has been funded by a number of bodies, but particularly the Australian Research Council. We acknowledge support from Barunga Local Authority, the Australian Institute of Aboriginal and Torres Strait Islander Studies, the Commonwealth Scholarship Commission, the ‘Goyder Institute for Water Research’, Homerton College and the Ian Potter Foundation. Our research has been funded by the following Australian Research Council grants: DP190102219; DP190102060; DP1094869; DP1094869; DP0453101; DE170101447; LP170100050; LP170100479; LP100100876; LP140100376; LP130100131; DI100100297; SR120100005. Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.",,,,,,,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85074134773
"Smith C.","57220065262;","Foreword",2019,"Aesthetics, Applications, Artistry and Anarchy: Essays in Prehistoric and Contemporary Art A Festschrift in honour of John Kay Clegg, 11 January 1935 - 11 March 2015",,,,"iii","iv",,,"10.2307/j.ctvndv846.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113947343&doi=10.2307%2fj.ctvndv846.3&partnerID=40&md5=b352a118f72288d31d1266ff783d3fa0","Flinders University, Adelaide, Australia","Smith, C., Flinders University, Adelaide, Australia",,,,,,,,,,,,,,Editorial,"Final","",Scopus,2-s2.0-85113947343
"Smith C., von der Borch R., Isakhan B., Sukendar S., Sulistiyanto P., Ravenscrroft I., Widianingsih I., de Leiuen C.","57220065262;56451627100;20734825600;57202200012;15823086700;6602307228;15924634700;56811572000;","The manipulation of social, cultural and religious values in socially mediated terrorism",2018,"Religions","9","5","168","","",,3,"10.3390/rel9050168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047382038&doi=10.3390%2frel9050168&partnerID=40&md5=fcd51a0eb78531996789c6ade930c669","College of Humanities, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; Alfred Deakin Institute, Deakin University, Melbourne, 3125, Australia; Department of Politics and International Relations, University of Johannesburg, Johannesburg, 2006, South Africa; Universitas Islam Negeri Walisongo, Semarang, 50185, Indonesia; College of Business, Government and Law, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; Universitas Padjadjaran, Bandung, 45363, Indonesia","Smith, C., College of Humanities, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; von der Borch, R., College of Humanities, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; Isakhan, B., Alfred Deakin Institute, Deakin University, Melbourne, 3125, Australia, Department of Politics and International Relations, University of Johannesburg, Johannesburg, 2006, South Africa; Sukendar, S., Universitas Islam Negeri Walisongo, Semarang, 50185, Indonesia; Sulistiyanto, P., College of Business, Government and Law, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; Ravenscrroft, I., College of Humanities, Arts and Social Science, Flinders University, Adelaide, 5042, Australia; Widianingsih, I., Universitas Padjadjaran, Bandung, 45363, Indonesia; de Leiuen, C., College of Humanities, Arts and Social Science, Flinders University, Adelaide, 5042, Australia","Conflict in Syria and Iraq; Cultural heritage; Da’esh; Hizb ut-Tahrir Indonesia; Paris attacks; Semiotics; Signalling theory; Social media; Socially mediated terrorism; The Islamic state",,,,,,,,,,,,,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85047382038
"Smith C., Copley V., Sr, Jackson G.","57220065262;56322542900;56322725200;","Intellectual Soup: On the Reformulation and Repatriation of Indigenous Knowledge",2018,"SpringerBriefs in Archaeology",,,,"9","28",,5,"10.1007/978-3-319-68652-3_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073286784&doi=10.1007%2f978-3-319-68652-3_2&partnerID=40&md5=ad117bd6835120b1a4e9c2828f674499","Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia; Ngadjuri Elders Heritage and Landcare Council, Hillcrest, SA  5086, Australia","Smith, C., Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia; Copley, V., Sr, Ngadjuri Elders Heritage and Landcare Council, Hillcrest, SA  5086, Australia; Jackson, G., Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia","Australian aboriginal; Cultural heritage; Cultural rights; Indigenous; Intellectual property",,,,,,,,,,,,,Book Chapter,"Final","",Scopus,2-s2.0-85073286784
"Smith C.","57220065262;","Foreword",2018,"Competing Values in Archaeological Heritage",,,,"v","vi",,,"10.1007/978-3-319-94102-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063468422&doi=10.1007%2f978-3-319-94102-8&partnerID=40&md5=0021f0403089369713e977005a4301bc","College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia; Barunga, NT, Australia","Smith, C., College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia, Barunga, NT, Australia",,,,,,,,,,,,,,Editorial,"Final","",Scopus,2-s2.0-85063468422
"Smith C.","57220065262;","The social and political sculpting of archaeology (and vice versa)",2017,"Pyrenae","48","1",,"7","44",,4,"10.1344/Pyrenae2017.vol48num1.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027128144&doi=10.1344%2fPyrenae2017.vol48num1.1&partnerID=40&md5=b7a2a486373a67d319b73dd2f1c75837","Department of Archaeology, Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia","Smith, C., Department of Archaeology, Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia","Cultural heritage; Decolonization; Globalization; Indigenous; Social archaeology; Social justice",,,,,,,,,,,,,Article,"Final","",Scopus,2-s2.0-85027128144
"Smith C., Sanz I.D., Jackson G.","57220065262;26631712600;56322725200;","Beswick Creek Cave six decades later: Change and continuity in the rock art of Doria Gudaluk",2016,"Antiquity","90","354",,"1613","1628",,10,"10.15184/aqy.2016.206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997241405&doi=10.15184%2faqy.2016.206&partnerID=40&md5=904b8bf0c868932df82ca0b47dd38ee2","Department of Archaeology, Flinders University, Sturt Road, Bedford Park, SA  5042, Australia; ICREA, Seccio de Prehist'oria i Arqueologia, Universitat de Barcelona, Carrer de Montealegre 6-8, Barcelona, 08001, Spain","Smith, C., Department of Archaeology, Flinders University, Sturt Road, Bedford Park, SA  5042, Australia; Sanz, I.D., ICREA, Seccio de Prehist'oria i Arqueologia, Universitat de Barcelona, Carrer de Montealegre 6-8, Barcelona, 08001, Spain; Jackson, G., Department of Archaeology, Flinders University, Sturt Road, Bedford Park, SA  5042, Australia","Aboriginal; Australia; Northern Territory; rock art; style; twentieth century",,,,,,,,,,,,,Article,"Final","",Scopus,2-s2.0-84997241405
"Smith C., Burke H., de Leiuen C., Jackson G.","57220065262;37083022000;56811572000;56322725200;","The Islamic State’s symbolic war: Da’esh’s socially mediated terrorism as a threat to cultural heritage",2016,"Journal of Social Archaeology","16","2",,"164","188",,35,"10.1177/1469605315617048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978904021&doi=10.1177%2f1469605315617048&partnerID=40&md5=d56a447358bef0e06888a4e43598d37e","Department of Archaeology, Flinders University, Australia; Kyushu University, Japan","Smith, C., Department of Archaeology, Flinders University, Australia, Kyushu University, Japan; Burke, H., Department of Archaeology, Flinders University, Australia; de Leiuen, C., Department of Archaeology, Flinders University, Australia; Jackson, G., Department of Archaeology, Flinders University, Australia","Cultural genocide; Cultural heritage; Islamic state; Networked media; Social media; Terrorism",,,,,,,,,,,,,Article,"Final","",Scopus,2-s2.0-84978904021
"Smith C.","57220065262;","Panache and protocol in australian aboriginal art",2016,"Archaeologies of Art: Time, Place, and Identity",,,,"215","241",,9,"10.4324/9781315434339-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106533980&doi=10.4324%2f9781315434339-17&partnerID=40&md5=dbc92bc252f3daf7f36091e571b253c1","Flinders University, Adelaide, Australia","Smith, C., Flinders University, Adelaide, Australia",,,,,,,,,,,,,,Book Chapter,"Final","",Scopus,2-s2.0-85106533980
"Smith C., Garvey J., Burke H., Domingo Sanz I.","57220065262;8386857000;37083022000;26631712600;","Success Strategies for a Career in Archaeology",2015,"Archaeologies","11","2",,"300","336",,2,"10.1007/s11759-015-9273-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942502451&doi=10.1007%2fs11759-015-9273-z&partnerID=40&md5=b55ef51863f4f374e71de5341d057ef5","Department of Archaeology, Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia; Department of Archaeology, La Trobe University, Bundoora, VIC, Australia; ICREA/Department of Prehistory, Ancient History and Archaeology, University of Barcelona, Montealegre, 6-8, Barcelona, 08001, Spain","Smith, C., Department of Archaeology, Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia; Garvey, J., Department of Archaeology, La Trobe University, Bundoora, VIC, Australia; Burke, H., Department of Archaeology, Flinders University, GPO Box 2100, Adelaide, SA  5001, Australia; Domingo Sanz, I., ICREA/Department of Prehistory, Ancient History and Archaeology, University of Barcelona, Montealegre, 6-8, Barcelona, 08001, Spain","Careers in archaeology; Field schools; Grant writing; Networking; Publishing; Volunteering",,"National Science Foundation, NSF; Getty Foundation; Wenner-Gren Foundation, WGF; National Geographic Society, NGS; Social Sciences and Humanities Research Council of Canada, SSHRC; European Commission, EC; Australian Research Council, ARC; Ministerio de Economía y Competitividad, MINECO","To be successful you will also have to think nationally. National research funding programs include the National Science Foundation in the USA, the Australian Research Council, and the Social Sciences and Humanities Research Council in Canada, or the Ministry of Economy and competitiveness in Spain. Think also in terms of federal programs aimed at promoting cultural heritage. Potential funders here include the Wenner-Gren Foundation (), the National Geographic Society (), the Getty Foundation (), and the European Union (European Commission ). Often countries have reciprocal agreements and these can be a source of project funding. The most notable example here is the Fulbright program (Bureau of Educational and Cultural Affairs ), which operates in 78 countries. Groups such as Earthwatch () have an interest in archaeological and cultural projects and can help organize groups of volunteers to help with surveys and excavations. However, in return you have to be prepared to ‘entertain’ volunteers with after-hours talks and slideshows.",,,,,,,,,,Article,"Final","",Scopus,2-s2.0-84942502451
